title,author,publisher,year,pages,tags,description
쇳밥일지,천현우,문학동네,2022,288,"문학, 200~300쪽, 에세이",전문계 고등학교를 졸업하고 용접공으로 일하는 삶을 진솔하게 들려주는 이야기에 푹 빠져읽게 된다. 이 책을 읽는 동안 우리 사회 조명이 비춰지지 않는 곳에서 열심히 살아가는 청년을 마주하게 될 것이다. 책과 친하지 않은 친구들도 재밌게 읽는 책.
쇼코의 미소,최은영,문학동네,2016,296,"문학, 200~300쪽, 소설",사람과 사람 사이에서 자신도 모르고 주고 받는 상처와 쉽게 표현하지 못하는 마음 등을 세심하게 살펴 묘사한 책. 각 단편이 모두 섬세하여 독자가 감정 이입을 하며 자기 이야기를 꺼내놓을 수 있다.
쇼코의 미소,최은영,문학동네,2016,296,"문학, 200~300쪽, 소설",사람과 사람 사이에서 자신도 모르고 주고 받는 상처와 쉽게 표현하지 못하는 마음 등을 세심하게 살펴 묘사한 책. 각 단편이 모두 섬세하여 독자가 감정 이입을 하며 자기 이야기를 꺼내놓을 수 있다.
수상한 진흙,루이스 쌔커,창비,2015,228,"문학, 200~300쪽, 소설",평범해 보이는 학교생활의 갈등에서 시작해 환경오염과 대체 에너지 개발이라는 묵직한 문제를 다룬 장편소설.
수의사님 왜 그러세요?,제프 웰스,신인문사,2014,312,"문학, 300쪽 이상, 에세이",미국에서 수의사를 하고 있는 저자가 다양한 동물들을 치료하며 경험했던 일들을 모은 이야기.
수학으로 힐링하기,이수영,홍성사,2016,252,"과학, 200~300쪽, 에세이",듣기만 해도 스트레스인 수학으로 힐링을 할 수 있다는 게 말이 되는가 생각하겠지만 아무 쪽이나 펼쳐 한 편만 읽어보면 느낄 수 있다. 수학 기호와 식이 수필로 펼쳐져 마음속에 삶으로 들어오는 수학을. 이 책을 읽는다고 수학을 잘 하게 되지는 않겠지만 적어도 수학에게서 인간미를 느낄 수 있음은 확신한다.
수학이 필요한 순간,김민형,인플루엔셜(주),2018,328,"과학, 300쪽 이상, 교양",이 세상의 자연법칙뿐만 아니라 사회현상도 수학적 사고를 바탕으로 하고 있다는 것을 알려주는 책. 수학의 중요성과 필요성을 동시에 느낄 수 있다.
수학자의 아침,김소연,문학과지성사,2013,136,"문학, 200쪽 이하, 시",충분히 슬퍼한 후에 일어날 힘을 주는 시집
수행평가와 채점기준표 개발,김선 외,AMEC,"2017
 (개정판 2020)",208,"인문사회, 200~300쪽, 교양",수행평가와 채점기준표의 개발 절차를 단계적으로 제시하고 고려해야 할 요소들을 일목요연하게 소개한다. 채점기준표를 설계하는 방법을 공부할 수 있어 평가를 고민하는 교사들에게 도움이 되는 책이다.
수화 배우는 만화,핑크복어,돌베개,2020,256,"인문사회, 200~300쪽, 만화","언어의 범위를 말과 글에만 국한하지 않고 의사소통 도구로 넓히면 언어의 개념이 확장된다. 농인들의 언어인 수어를 언어 시간에 배우는 경험은 특별하고도 소중하다. 만화로 이루어져 있어서 학생들이 쉽게 접근할 수 있고, 다 읽고 나면 수어를 더이상 타인들의 언어라고 생각하지 않게 된다."
순례 주택,유은실,비룡소,2021,256,"문학, 200~300쪽, 소설","어른이 어른답지 못한 세상, 누가 누가 더 어린가 내기를 하듯이 치졸해 지는 세상에 작가가 던지는 호통이자 위로, 다 말아먹은 집안에 구원투수처럼 등장한 16살 오수림과 인생 달인 75세 순례씨의 케미가 유쾌하게 빛난다."
순례 주택,유은실,비룡소,2021,256,"문학, 200~300쪽, 소설",때밀어서 번 돈으로 순례주택을 지어서 이웃들에게 시세보다 싸게 세를 주고 남자친구의 손녀를 대가 없이 키우는 순례씨를 통해 돈과 학벌만 중시하는 우리의 모습을 돌아보게 함.
순례자들은 왜 돌아오지 않는가 (우리가 빛의 속도로 갈 수 없다면),김초엽,허블,2019,,"문학, 200~300쪽, 소설",시초지'인 지구를 순례하러 간 사람들이 돌아오지 않는 것에 의문을 느낀 주인공이 친구 소피에게 편지를 보내는 형식으로 소설이 진행된다. 완벽한 사람 혹은 불행이 없는 세계는 존재할 수 있을까? 작가의 상상력에 감탄하다가 곧 우리는 스스로에게 물어보게 될 것이다. 어떤 삶을 살고 싶은지를.
숨결이 바람될 때,폴 칼라니티,흐름출판,2016,284,"과학, 200~300쪽, 에세이",신경외과 의사로서 치명적인 뇌 손상 환자들을 치료하며 죽음과 싸우다가 자신도 폐암 말기 판정을 받고 죽음을 마주하게 된 서른여섯 젊은 의사 폴 칼라니티의 마지막 2년의 기록.
숨결이 바람될 때,폴 칼라니티,흐름출판,2016,284,"문학, 200~300쪽, 에세이",신경외과 의사로서 치명적인 뇌 손상 환자들을 치료하며 죽음과 싸우다가 자신도 폐암 말기 판정을 받고 죽음을 마주하게 된 서른여섯 젊은 의사 폴 칼라니티의 마지막 2년의 기록을 담았다.
숨은 노동 찾기,신정임 외,오월의 봄,2015,268,"문학, 200~300쪽, 에세이","급식 조리원, 대리운전 노동자, 알바노동자, 청소 노동자 등 우리 일상에서 열심히 일하고 있는 사람들의 이야기. 부당한 대우와 차별 속에서 살아남기 위해 노력하는 사람들의 생생한 목소리를 담담하게 인터뷰 했다."
숲에서 태어나 길 위에 서다,우동걸,책공장더불어,2021,352,"과학, 300쪽 이상, 교양",이해하기 쉬운 언어로 생명력 넘치는 야생의 이야기를 들려준다. 매년 길에서 죽는 야생동물은 200만 마리에 달한다. 누구라도 가해자가 될 수 있는 상황에서 저자는 야생의 동물과 공존하기 위한 방법을 모색해야 하는 이유를 알려준다.
쉬는 시간에 똥 싸기 싫어,김개미,토토북,2017,104,"문학, 200쪽 이하, 시",책 읽기를 아주 싫어하는 아이도 피식하고 웃으면서 읽을 수 있는 동시집. 유쾌하게 학교와 집에서의 아이들 마음을 들여다 볼 수 있는 동시집이다.
스노볼,박소영,창비,2020,448,"문학, 300쪽 이상, 소설","472쪽이라는 두께를 감당할 수 있다면 재미있게 읽을 수 있음. 미래의 지구는 영하 41도의 혹한기가 이어지고 소수의 선택받은 사람만 스노볼안에서 따뜻하고 안락한 삶을 누린다. 스노볼 안에서 사람들은 ""액터""로서 자신의 사람을 드라마로 생중계한다. 주인공 전초밤은 스노볼 바깥에서 사는데 어느 날 유명 액터 ""고해리""의 대역이 되어달라는 부탁들 받는다. 스노볼 안의 비밀을 파헤치는 모험 이야기."
스토너,존 윌리엄스,알에이치코리아,"2015
 (2020 초판본)",396,"문학, 300쪽 이상, 소설",농부의 아들로 태어난 스토너가 문학을 좋아하고 연구자가 되기까지의 삶을 잔잔하고 담담하게 다룬 책이다. 놀라운 인물도 큰 사건도 없지만 한 사람의 삶에 묵직한 감동을 받을 수 있다. 살아가는 자세에 대해 생각하게 한다.
스파게티 신드롬,"마리 바레이유, 최윤정",바람의 아이들,2023,346,"문학, 300쪽 이상, 소설",농구 천재 소녀가 자신의 꿈을 적극적으로 지지해주던 아빠의 갑작스런 죽음과 희귀성 질환으로 농구를 더이상 할 수 없다는 진단을 한꺼번에 겪는다. 감동적이면서도 흡인력이 있는 좋은 성장소설이다.
스피릿 베어,벤 마이켈슨,양철북,2008,324,"문학, 300쪽 이상, 소설","힘, 용기, 사랑, 조화, 치유의 덕목을 상징하는 스피릿 베어와의 만남을 통해 성장하는 소년의 이야기."
슬픈 세상의 기쁜 말,정혜윤,위고,2021,264,"문학, 200~300쪽, 에세이","당사자의 살아있는 이야기를 정성스럽게 담아내고, 그 당사자의 마음에 남은 무언가를 정혜윤 작가가 아름다운 단어나 구절로 집약해준다. 결국 행복한 순간, 슬픈 순간 모두에서 우리가 얻고 싶은 것은 아주 아름다운 단어 하나가 아닐까. 이 책을 읽고 내 단어는 무엇인지, 주변 사람들은 어떤 단어를 품고 사는지 호기심을 가져보면 어떨까."
슬픔을 공부하는 슬픔,신형철,한겨레출판,2018,428,"문학, 300쪽 이상, 에세이","자신의 글 다수를 관통하는 주제가 슬픔이었음을 깨달은 저자는, '타인의 슬픔'은 결코 이해될 수 없다는 것을 알면서도, 그들의 슬픔을 이해하고, 공부하기 위한 노력의 결과를 풀어놓는다."
슬픔의 방문,장일호,낮은산,2022,256,"인문사회, 200~300쪽, 에세이","슬픔은 슬픔을 만나 힘을 얻는다. 외로움의 끝에서 만나는, 작가가 들려주는 삶의 이야기는 독자의 힘든 시간을 지탱하게 하고 앞으로 한발 나아가도록 이끌어준다. 오랫동안 기자 생활을 한 작가가 들려주는 이야기는 개인의 서사가 사회적 서사로 확장될 수 있음을 보여준다."
슬픔이 기쁨에게,정호승,창비,2014,144,"문학, 200쪽 이하, 시",소외된 이들에 대한 따뜻한 시선이 담긴 시집
시간 상자,데이비드 위즈너,시공주니어,2018,52,"기타, 200쪽 이하, 시","글밥이 전혀 없는 책. 바닷가에서 주운 수중 카메라의 필름을 현상했더니 신비한 바닷속 사진들이 펼쳐진다. 그리고 사진 속에 그 사진을 들고 있는 아이의 사진. 그 사진을 다시 들고 있는 또 다른 아이의 사진이 펼쳐진다. 과거와 미래, 미지의 세계에 대해 상상의 즐거움을 느낄 수 있는 책."
시간을 건너는 집,김하연,특별한 서재,2020,248,"문학, 200~300쪽, 소설","하얀 운동화를 신은 사람에게만 보이는 비밀의 장소가 있다. 이상한 아저씨와 할머니는 주인공 4명에게 올해의 마지막 날 과거, 현재, 미래의 문 셋 중 하나를 열 수 있다고 말해준다. 서로에게 숨기고 싶은 비밀들이 있는 그들은 어떤 선택을 하게 될까?"
시그널 기후의 경고,안영인,엔자임헬스,"2017
 2022(개정증보판)",444,"기타, 300쪽 이상, 교양",기상전문 기자이자 박사인 저자가 기후변화의 심각성을 알리는 책. 지구온난화가 전세계적으로 어떤 피해를 일으키는지 무섭게 경고한다.
시녀 이야기,마가렛애트우드,황금가지,2018,532,"문학, 300쪽 이상, 소설","길리어드 국가에서 가임기 여성들은 정부의 통제를 받는다. 누구와 결혼할지, 아니 누구의 '시녀'가 될지 정부가 개입하고 여성들은 소수의 남성들에게 지배를 받는다."
詩누이,싱고,창비,2017,300,"문학, 200~300쪽, 시",싱고(신미나)의 시- 그림 에세이다. 어린 시절의 추억과 관련된 시가 많고 따뜻한 일러스트가 함께 실려 있어 시가 낯선 학생들도 편하게 읽을 수 있다.
시민 R(펄프픽션),최영희,고블,2022,,"문학, 200~300쪽, 소설",청소로봇이 주인을 살해하고 시민임을 자처한다는 내용으로 세상이 떠들썩하다. 로봇에게 살해당할 지도 모른다는 건 인간이 두려워하는 미래의 한 모습인데 과연 청소로봇 R은 어쩌다 살인을 저질렀을까를 따라가다 보면 스스로에게 철학적 질문을 하게 된다.
"시선으로부터,",정세랑,문학동네,2020,340,"문학, 300쪽 이상, 소설",언제쯤 여성들은 신체적 성적 가부장적 폭력에서 자유롭게 사람을 만나고 사회생활을 하고 친구를 사귈수 있을까 그것들이 이뤄지기전에는 성평등이 이뤄졌다 말할 수 없을 것이다.심시선 여사로부터 딸 며느리 손녀로 이어지는 여성들의 얘기면서 그 피해에 함께 영향을 받는 남성들의 얘기다.
시와 산책,한정원,시간의 흐름,2020,176,"문학, 200쪽 이하, 에세이",분주한 일상 속에서 차분한 마음으로 읽기 좋은 책. 매일 조금씩 산책하는 마음으로 읽을 수 있다. 모든 문장이 필사하고 싶을 정도로 좋다.
시의 문장들,김이경,유유,2016,244,"인문사회, 200~300쪽, 시",시를 발췌하여 소개한 책. 읽고 나면 다른 시가 읽고 싶어진다.
시인 / 동주,안소영,창비,2015,340,"인문사회, 300쪽 이상, 소설","시인 윤동주의 삶과 당시의 시대상을 쉽고 생생하게 그렸다. 영화 '동주' 감상, 시화 그리기 등 '시 수업'과 연계하기 좋은 책."
시인의 집,전영애,문학동네,2015,496,"인문사회, 300쪽 이상, 시",세계 곳곳에 역사와 작품을 남긴 시인과 시에 대해 이야기 해주는 책.
"시장, 세상을 균형 있게 보는 눈",김재수,샘터,2020,192,"인문사회, 200쪽 이하, 교양",시장경제를 알면 보이는 것들에 대해 중학생도 알기 쉬울 정도의 예를 들어 설명해준다. '99%를 위한 경제학' 저자의 다른 책으로 우리가 접하는 사회 현상에 대해 경제학 측면에서 (신선하고) 균형잡힌 시선을 갖도록 안내한다.
신의 장난 (오직 두 사람),김영하,문학동네,2017,,"문학, 200~300쪽, 소설",남학생들이 재미있어 하는 작품. 방탈출 게임을 떠오르는 소설이다. 젊은 남녀가 방을 탈출하기 위해 노력하고 절망하는 내용으로 우리 사회 안의 젊은이들이 느끼는 감정을 집약하고 있다.
"신짜오, 신짜오 (쇼코의 미소)",최은영,문학동네,2016,,"문학, 200~300쪽, 소설",베트남 전쟁을 소재로 삼았다. 한국군인에 의해 가족 전체가 학살된 인물이 등장. 학생들이 잘 모르고 있는 역사적 사실을 알려줄 수 있다는 점에서 큰 의미를 가짐. 학생들이 집중해서 잘 읽으며 토론 거리도 많이 나오는 작품이다.
실격당한 자들을 위한 변론,김원영,사계절,2018,324,"인문사회, 300쪽 이상, 교양","1급 지체장애인인 변호사 김원영은 자신과 마찬가지로 '잘못된 삶', '실격당한 인생'이라고 불리는 이들도 그 존재 자체로 존엄하고 매력적임을 증명해 보이는 변론을 시도한다."
실컷 오늘을 살 거야,김미희,우리학교,2023,92,"문학, 200쪽 이하, 시","세상은 춥지만 시집 속엔 따뜻한 위로가 가득하다. 나무는 잎사귀를 열어 말을 들어 주고, 바람은 웅실웅실 머리를 어루만지고, 민들레는 마이크를 내민다. 오늘을 싱싱하게 노래하는 이 시집을 열다섯 아이들 손에 꼭 쥐여 주고 싶다."
실패를 사랑하는 직업,요조,마음산책,2021,236,"문학, 200~300쪽, 에세이","뮤지션이자 책방 주인, 작가로서의 요조의 삶 이야기가 실린 책. 한 편 한 편 읽으면서 차분하게 삶의 자세를 돌아볼 수 있다. 아울러 주변 사람들에 대한 애정이 샘솟는다."
심리학자가 사랑을 기억하는 법,이고은,아몬드,2022,204,"인문사회, 200~300쪽, 에세이","연인의 만남과 사랑, 이별의 과정에서 우리는 어떤 고민을 하고 그 고민을 어떻게 이해하고 받아들여야 하는지 쉽고 재밌게 풀어낸 책. 주제별로 짧은 에세이처럼 서술되어 있어 읽기에 부담이 없으면서도 글의 구성과 메시지가 탄탄하게 짜여져 있어 사랑에 대한 주제로 읽으면 학생들과 함께 쉽고 재밌게 읽으면서도 수업에 활용하기가 좋음. 또 단순히 연인의 사랑에만 집중하지 않고 더 높은 수준의 마음에 대해서도 이야기해줘서 불편하지 않음."
심신단련,이슬아,헤엄,2019,320,"문학, 300쪽 이상, 에세이",다양한 주제를 담은 짧은 에세이. 재미와 생각거리를 주며 나도 이런 얘기를 소재로 글을 쓰고 싶다는 마음이 생겨난다.
심야의 비밀 수영 클럽,하이은,뜨인돌,2023,172,"문학, 200쪽 이하, 소설","국가대표 수영선수인 주인공은 어느 날 아이돌 연습생인 반 친구에게 수영을 가르쳐주게 된다. 서로가 가진 것이 부럽지만, 당사자는 행복하지 않다면 진짜 행복은 어디에 있을까?"
심장에 가까운 말,박소란,창비,2015,132,"문학, 200쪽 이하, 시",박소란의 첫 번째 시집. 자신과 이웃의 슬픔을 써내려 간 작품이 많다. 학생들도 잘 읽고 공감한다.
십대를 위한 쓰담쓰담 마음카페,김은재,사계절,2020,296,"문학, 200~300쪽, 에세이","책도 읽기 싫고, 공부도 안 되고, 연애도 안 풀리고, 어떻게 살지 막막하기만 하다면 이곳으로 가자. 당신을 기다리는 쓰담쓰담 마음카페. 내 고민에 딱 맞는 차와 디저트까지 준비되었다니 주문부터 하시죠?"
"싱고,라고 불렀다",신미나,창비,2014,112,"문학, 200쪽 이하, 시","유년 시절을 대상으로 한 시가 많다. 외롭고 슬펐던 순간을 감각적으로 표현했다. 참신한 시적 발상, 감각적인 표현, 따뜻한 내용이 담겨있다."
싸우는 소년,오문세,문학동네,2015,256,"문학, 200~300쪽, 소설",학교폭력을 당하던 친구의 자살을 목격한 뒤 싸우기로 결심한 한 소년의 생존 이야기.
싸울 때마다 투명해진다,은유,서해문집,2016,296,"인문사회, 200~300쪽, 교양","이책을 읽고 저자의 입장에 엄마를 투사하여 엄마를 이해하는 계기가 되었다는 학생이 있었다. 일과 결혼, 육아를 병행해야 하는 여성에게 읽고 쓰는 것의 의미는 무엇일까."
쓰기의 말들,은유,유유,2016,232,"인문사회, 200~300쪽, 교양",글쓰는 사람 은유가 유명 작가들이 남긴 쓰기에 관한 문장과 함께 자신의 생각을 썼다. 안 쓰는 사람이 쓰는 사람이 되도록 이끄는 책.
쓰레기,브라이언 딜,플레이 타임,2017,152,"인문사회, 200쪽 이하, 교양","쓰레기가 우리 삶을 어떻게 재편했는지, 쓰레기가 눈에 보이지 않는 삶을 위해 우리는 얼마나 안간힘을 쓰고 있는지 알려주고, 그 안간힘이 세계를 덮칠 눈덩이가 되어 우리를 향해 굴러오고 있다는 강력한 경고를 날리는 책. 깊은 사유와 성찰이 탄복하게 한다."
쓰레기 거절하기,산드라 크라우트바슐,양철북,2020,252,"기타, 200~300쪽, 교양",플라스틱 제로에서 쓰레기 제로까지 ‘과잉’을 거부한 어느 가족의 슬기로운 소비 생활을 이야기하고 있다.
쓰레기책 : 왜 지구의 절반은 쓰레기로 뒤덮이는가,이동학,오도스,2020,276,"인문사회, 200~300쪽, 시","읽기 쉽다. 사진도 많다. 세계를 여행하며 환경문제 해결을 위해 각국에서 고심하고 실천한 것을 정리했다. 설명을 읽으면 재미없어 보이는데 상당히 재미있는 책이다. 독서력이 높지 않은 학생들에게 주어도 잘 읽어내는 책. 작가는 귀국 후 열심히 쓰레기 문제에 대한 해결책을 만들어내려 분투하고 있는데, 역시 몸을 움직여 세상을 더 낫게 만들려 애쓰는 분들을 볼 때 느껴지는 가슴 뜨끈함이 있다. 학생들에게도 이 에너지가 전달되길! 과거의 활동가들과 현재의 활동가들이 살짝 다른 점은 비장함, 대의 추구가 덜해졌단 점인데, 이런 면모가 오히려 현 시대의 청소년들에게 더 산뜻하고 매력적으로 다가가는 특징이 된다. 재미있는 책."
쓸모없는 것들이 우리를 구할 거야,김준,웅진지식하우스,2021,216,"과학, 200~300쪽, 교양","어쩌다 과학자가 되어 '예쁜꼬마선충'과 사랑에 빠진 생명과학 박사가 쓴 ’과학자들의 24시간 연구실 일상과 생명과학계의 치열하고도 유쾌한 이야기', 생명과학의 역사와 최근 상황, 젊은 과학자의 기쁨과 슬픔까지 흥미진진하고 유익한 내용이 가득하다."
아내를 모자로 착각한 남자,올리버 색스,알마,2016,396,"과학, 300쪽 이상, 교양","평생을 신경정신과 의사로 살아온 저자가 지금까지 자신이 만난 환자들과의 이야기를 아름답게 풀어낸 책. 다양한 종류의 임상 사례들을 엿볼 수 있고, 특히 환자들을 생각하는 저자의 마음이 잘 전해진다. 정신의학에 관심이 있는 학생이라면 꼭 읽어볼 것을 추천한다."
"아니야, 우리가 미안하다",천종호,우리학교,2013,352,"인문사회, 300쪽 이상, 교양",천종호 판사의 소년재판 이야기. 법정에 선 청소년들에 대한 안타까움과 연민의 마음을 담았다.
아래층 소녀의 비밀 직업,스테이시 리,우리학교,2023,424,"문학, 300쪽 이상, 소설",1890년 미국 애틀랜타를 배경으로 낮에는 부유한 대저택의 하녀로 밤에는 익명의 촌철살인 칼럼니스트로 살아가는 조의 이야기가 출생의 비밀까지 흥미진진해서 볼륨이 있는데도 금방 읽을 수 있는 소설. 인종 차별과 성차별을 비롯하여 칼럼이라는 매체를 활용한 사회 참여에 대해서도 이야기해볼 수 있는 소설.
아래층 소녀의 비밀 직업,스테이시 리,우리학교,2023,424,"문학, 300쪽 이상, 소설",1890년 미국 애틀랜타를 배경으로 낮에는 부유한 대저택의 하녀로 밤에는 익명의 촌철살인 칼럼니스트로 살아가는 조의 이야기가 출생의 비밀까지 흥미진진해서 볼륨이 있는데도 금방 읽을 수 있는 소설. 인종 차별과 성차별을 비롯하여 칼럼이라는 매체를 활용한 사회 참여에 대해서도 이야기해볼 수 있는 작품.
아르주만드 뷰티살롱,이진,비룡소,2014,232,"문학, 200~300쪽, 소설",떡볶이집이라는 특이한 공간에서 펼쳐지는 여학생 3명의 뷰티 쟁취기.
아름다움 수집일기,이화정,책구름,2021,271,"문학, 200~300쪽, 에세이",학교에서 업무가 폭주할 때 읽으면 좋은 책이다. 일상에서 아름다움을 찾아내는 방법들이 나와 있어서 선생님들이 돌아가면서 자신의 아름다움 수집 사례를 이야기하면 훈훈한 시간이 될 것이다.
아마도 아프리카,이제니,창비,2010,165,"문학, 200쪽 이하, 시",음악같은 시가 이런 모습인 것 같다. 소리내어 읽으면 훨씬 글맛이 산다. 프랑스어와 우리말로 번갈아 낭독하는 영상을 찾아보면 이제니 시를 더 멋스럽게 즐길 수 있다. 리듬을 타면서 즐겁게 읽을 수 있는 시들이 많다.
아몬드,손원평,창비,2017,264,"문학, 200~300쪽, 소설",감정을 느끼지 못하는 소년 '윤재'와 그 앞에 나타난 분노의 화신 '곤이'. 차츰 쌓여가는 특별한 우정을 따라 윤재는 조금씩 내면의 변화를 겪는다. '괴물'이라 불리는 두 소년이 세상을 향해 내딛는 걸음을 응원하다보면 고통과 공감에 대해 생각해보게 된다.
아몬드,손원평,창비,2017,236,"문학, 200~300쪽, 소설",감정을 느끼지 못하는 소년 '윤재'와 그 앞에 나타난 분노의 화신 '곤이'. 차츰 쌓여가는 특별한 우정을 따라 윤재는 조금씩 내면의 변화를 겪는다. '괴물'이라 불리는 두 소년이 세상을 향해 내딛는 걸음을 응원하다보면 고통과 공감에 대해 생각해보게 된다.
아무 날이나 저녁 때,황인숙,현대문학,2019,92,"문학, 200쪽 이하, 시",황인숙 시인 특유의 시원하고 솔직한 매력이 잘 드러나는 시집. 가벼운 산책을 하듯 읽어나가다 보면 어느새 가슴에 슬픔이 고인다.
아무 다짐도 하지 않기로 해요,유병록,창비,2020,136,"문학, 200쪽 이하, 시","이번 봄에는 우리 비장해지지 말자고, 아무 다짐도 하지 말자고 말하는 시 하나로도 공감이 된다. 낭송의 맛이 있는 시들이 꽤 있다."
아무것도 하고 싶지 않은 나에게,문지현,뜨인돌,2017,192,"기타, 200쪽 이하, 교양","무기력에서 벗어나고 싶다면 지금 바로 이 책을 펼쳐보자. 무기력의 원인과 처방을, ‘무기력 코끼리와 헤어지는 10단계 지침’을 통해 설명한다. 무기력 코끼리를 만났을 때부터 확실하게 헤어지는 법까지 잘 듣고 실천해 보자."
아무도 기억하지 않았다,안재성,창비,2018,328,"문학, 300쪽 이상, 소설","북한 노동당 청년간부로 한국전쟁에 참전했다가 포로로 잡혀 10년간의 수용소, 감옥 생활을 겪은 실존인물 정찬우의 수기를 바탕으로 전쟁의 참상을 생생하게 그리고 있다. 고등학교 남학생들이 좋아함."
아무도 기억하지 않았다,안재성,창비,2018,328,"인문사회, 300쪽 이상, 소설","북한 노동당 청년간부로 한국전쟁에 참전했다가 포로로 잡혀 10년간의 수용소, 감옥 생활을 겪은 실존인물 정찬우의 수기를 바탕으로 전쟁의 참상을 생생하게 그리고 있다. 고등학교 남학생들이 좋아하는 책이다."
아무도 들어오지 마시오,최나미,사계절,2019,182,"문학, 200쪽 이하, 소설","갑작스런 교통사고로 엄마를 잃은 석균이는 어느 날 엄마의 휴대폰을 택배로 받고, 마지막으로 쓴 누군가의 문자를 보게 되면서 미궁에 빠진다. ""이번에도 너는, 아무 관계가 없다고 생각하겠지?"" 석균이를 원망하는 이 사람은 누굴까?"
아무도 들어오지 마시오,최나미,사계절,2019,182,"문학, 200쪽 이하, 소설","갑작스런 교통사고로 엄마를 잃은 석균이는 어느 날 엄마의 휴대폰을 택배로 받고, 마지막으로 쓴 누군가의 문자를 보게 되면서 미궁에 빠진다. ""이번에도 너는, 아무 관계가 없다고 생각하겠지?"" 석균이를 원망하는 이 사람은 누굴까?"
아무도 미워하지 않는 개의 죽음,하재영,창비,2018,316,"기타, 300쪽 이상, 시","환경 문제를 이야기할 때 동물권을 함께 언급하면 학생들이 더 큰 관심을 갖고 진지하게 임한다. 환경 도서를 주제로 활동을 할 때에 동물권 관련 도서를 반드시 포함하라 권하고 싶다. 그 중에서도 개를 소재로 한 책은 무조건 성공이다! 개 농장, 개 식육사업 등 우리가 바라보지 않는 불편한 이면을 직시하게 한다. 환경문제는 결국 인간만을 중심으로 한 착취-피착취 관계를 형성하게 한다는 점에서 ""인간이 이렇게 힘을 휘둘러도 되는가""에 대한 고민을 하게 만드는 일이 환경 수업의 최종 목표가 되어야 한다고 생각한다. 그런 점에서 개를 향해 이루어지는 말도 안되는 행태들이 ""더는 이렇게 살면 안되겠다""라는 생각으로 이어지는 이 책이 아주 소중하다."
"아무튼, 노래",이슬아,위고,2022,144,"예술·문화, 200쪽 이하, 에세이",이슬아 작가의 글은 단어 하나 하나까지 맑고 단단하다. 본업이 아닌 노래에 왜 이렇게 진심인지를 생생하고 재밌는 일화로 풀어낸다. 푹 빠져서 읽다보면 삶에 대한 묵직한 메시지가 끊임없이 날아와 꽂힌다. 노래를 물꼬로 이슬아 작가와 삶의 희노애락을 나누고 싶은 분들에게 추천하는 책.
"아무튼, 달리기",김상민,위고,2020,158,"문학, 200쪽 이하, 에세이",‘아무튼’ 시리즈 중 하나. 달리기를 하면서 느낀 것들을 재치 있는 문체를 통해 풀어내는 책. 달리기라는 운동을 '삶'의 가치와 연결시켜서 이야기 나누어보기 좋다.
"아무튼, 떡볶이",요조,위고,2019,148,"문학, 200쪽 이하, 에세이",뮤지션 요조와 자신의 삶에서 유의미했던(?) 떡볶이의 추억을 맛깔나게 풀어냈다. 책을 쓰기 시작하고 진행하는 과정과 떡볶이 순례가 교묘하게 만나는 것도 읽는 재미.
"아무튼, 비건",김한민,위고,2018,174,"문학, 200쪽 이하, 만화","<아무튼 시리즈>인 만큼 내용이 두껍지 않다. 우연한 계기로 시작된 비건의 삶, 생각보다 좋고 시간이 갈수록 더 좋아서 다른 사람들과 나누고 싶어진 저자의 이야기를 듣다보면 동물권을 위해 할 수 있는 일들을 고민하게 된다. 또 이 책을 읽고 채식을 시작한 사람이 아주 많다. 한국의 채식 역사에 아주 큰 영향을 미친 책. 하지만 이 글에 쓰인 작가의 입장이 다소 (비 채식인을 향해) 공격적이라 여기고 불편해하는 층이 있다. 채식에 관심을 갖고 있는 학생에게 권하면 정말 대성공, 전혀 관심을 갖고 있지 않았던 학생에게는 <나의 비거니즘 만화>로 입문하게 하는 것을 권한다."
"아무튼, 양말",구달,제철소,2018,160,"문학, 200쪽 이하, 에세이",읽고 나면 양말로 멋부리고 싶어지는 책. 양말 덕후의 귀여운 이야기를 듣고 나면 매일 아침 양말을 고를 때 설렘이 한 스푼 추가된다.
"아무튼, 예능",복길,코난북스,2019,224,"인문사회, 200~300쪽, 교양","열혈시청자의 대한민국 예능 분석기. 제목으로만 보면 예능 전반을 다루는 것 같지만, 주로 대중문화에서 젠더를 다루는 불편한 진실을 다루었다. ‘아무튼’ 시리즈인만큼 재미있게 술술 읽히면서도 알맹이가 있다. 손바닥만한 책이라 학생들에게 권해주었을 때에도 부담없이 읽는 모습을 자주 목격함."
아버지의 해방일지,정지아,창비,2022,268,"문학, 200~300쪽, 소설",빨치산으로 활동하다 한평생 사회주의적 신념을 가지고 살았던 아버지의 장례식장에서 벌어진 3일간의 이야기.죽음은 살아있는 사람들의 기억으로 완성된다. 함께 하는 것이 무엇인지 뜨끈하게 전해진다.
아버지의 해방일지,정지아,창비,2022,268,"문학, 200~300쪽, 소설",빨치산으로 활동하다 한평생 사회주의적 신념을 가지고 살았던 아버지의 장례식장에서 벌어진 3일간의 이야기.죽음은 살아있는 사람들의 기억으로 완성된다. 함께 하는 것이 무엇인지 뜨끈하게 전해진다.
