title,author,publisher,year,pages,tags,description
나를 팔로우하지 마세요,올리버 폼마반,뜨인돌,2020,200,"문학, 200쪽 이하, 소설",싱글맘인 엄마는 딸의 일거수일투족을 인스타그램 `비의 연대기`에 올린다. 팔로워 15만명 인스타그램 스타인 주인공은 SNS 세상에 갇혀버릴 것 같은 답답한 마음에 탈출을 시도한다.
나쁜 뉴스의 나라,조윤호,한빛비즈,2016,344,"인문사회, 300쪽 이상, 교양",언론을 이해하는 기본 소양이 길러져서 왜곡보도에 휩쓸리지 않게 하는 책.
나에 관한 연구,안나 회그룬드,우리학교,2017,88,"기타, 200쪽 이하, 교양",외국 그림책. 여중생인 주인공이 느끼는 불편함이 나타나 있다. (조금 야함).
나에겐 비밀이 있어,이동연,올리,2022,64,"기타, 200쪽 이하, 교양",아보카도는 망고로 화장을 하고 친구를 만나고 있었지만 물 속에 빠진 체리를 구하며 자기 정체를 폭로하며 자기를 수용하게 된다.
나의 가해자들에게,씨리얼,알에이치코리아(RHK),2019,280,"인문사회, 200~300쪽, 교양",2019년 4월 유튜브에 올라왔던 <왕따였던 어른들>이 책으로 나왔다. 학창시절 왕따를 당했던 이들의 생생한 경험담은 학교 폭력이 왜 없어져야 하는지를 확실히 알게 한다.
나의 구석,조오,웅진주니어,2020,64,"기타, 200쪽 이하, 교양",주인공 까마귀에게 구석이 생긴다. 까마귀는 구석을 자신만의 공간으로 채워나간다. 그래도 부족함이 느껴져 마지막으로 무언가를 한다. 책장과 책장 사이를 활용한 구석 배치가 재미있다.
나의 두 사람,김달님,어떤 책,2018,224,"문학, 200~300쪽, 에세이",너무 어렸던 부모를 대신해 자신을 키워준 할머니 할아버지와의 추억을 담은 책. 읽고 나면 선한 세 가족이 전하는 따뜻함이 독자에게도 번진다.
나의 를리외르 아저씨,이세 히데코,청어람미디어,2007,56,"기타, 200쪽 이하, 교양",소중히 여기는 책이 망가져 속상한 한 소녀가 책을 고쳐주는 할아버지를 만나 배우는 직업과 삶에 대한 태도가 무척 아름답고 경외감이 든다.
나의 미누 삼촌,이란주,우리학교,2019,148,"기타, 200쪽 이하, 교양","초등용 책이지만 이주민 다섯 명의 사례를 이해하기 쉽게 써서, 책 읽기 싫어하는 중학생에게도 추천하기 좋다. 중간에 상황 파악에 도움을 주는 정보 페이지도 유익하다."
나의 비거니즘 만화,보선,푸른숲,2019,132,"인문사회, 200쪽 이하, 만화","공장제 축산업에 대해 진지한 문제의식을 갖게 한다. 작가가 ""반드시 채식을 해야해!""라고 말하는 것이 아니라, 자신의 경험을 조근조근 말하는 형식이라 학생들이 이 책을 읽으며 `녹아든다`. 환경 문제를 이야기할 때에는 반드시 공장제 축산업을 언급해야 하는데, 채식에 대해 부정적인 입장을 갖고 있는 학생들이 많다. 그 친구들을 `설득`하는 목적이 아니라 이러이러한 `정보가 있다`는 점을 친절하게 안내할 수 있는 입문서이다. 아, 만화책이다! 그래서 더 좋음."
나의 비거니즘 만화,보선,푸른숲,2019,132,"기타, 200쪽 이하, 만화","공장제 축산업에 대해 진지한 문제의식을 갖게 한다. 작가가 ""반드시 채식을 해야해!""라고 말하는 것이 아니라, 자신의 경험을 조근조근 말하는 형식이라 학생들이 이 책을 읽으며 `녹아든다`. 환경 문제를 이야기할 때에는 반드시 공장제 축산업을 언급해야 하는데, 채식에 대해 부정적인 입장을 갖고 있는 학생들이 많다. 그 친구들을 `설득`하는 목적이 아니라 이러이러한 `정보가 있다`는 점을 친절하게 안내할 수 있는 입문서이다. 아, 만화책이다! 그래서 더 좋음."
나의 수호신 크리커,이송현,자음과 모음,2021,228,"문학, 200~300쪽, 소설","엄마가 세상을 떠난 후 방황하는 주인공에게 갑자기 수호신이 나타나는데, 알고 보니 예비 수호신. 누가 누굴 도와야 하는 걸까? 좌충우돌, 가끔은 뭉클하기도 한 사건들이 펼쳐진다."
나의 아름다운 첫 학기,이근미,물망초,2015,253,"문학, 200~300쪽, 소설",탈북소녀 한송이가 남한 생활에 적응해 가는 이야기. 먼저 한국에 정착한 엄마와 함께 살게 된 한송이는 북한사투리가 나올까봐 학교에서는 말도 하지 않는다. 탈북학생이 느끼는 문화차이와 어려움을 공감하게 한다.
나의 아름답고 추한 몸에게,김소민,한겨레출판,2022,292,"문학, 200~300쪽, 에세이","나는 남한에서는 능력있는 경영자인 여자가 북한에서는 세 살 아이가 되는, 불평등한 관계를 낭만적인 연애로 느끼는 것에 의문을 가진다. 하지만 또 드라마를 보며 설레는 자신을 그대로 보여주어 친근하다. 나이 든, 장애가 있는, 다양한 몸을 화두로 삼는데 챕터 마지막마다 나오는 인물들의 인터뷰 내용도 좋다."
"나의 작은, 순애언니 (쇼코의 미소)",최은영,문학동네,2016,,"문학, 200~300쪽, 소설","인혁당 사건과 관련된 가족의 이야기이다. 한줄로 정리되던 근대사의 모습이 눈 앞에 재현된다. 인혁당 사건에 연루되어 산산히 부서지는 가족의 모습, 그리고 서서히 멀어지는 주변 사람들, 죽어가는 어머니의 회상 등 생각해 볼 부분이 많다."
나의 책 읽기 수업,송승훈,나무연필,2019,316,"인문사회, 300쪽 이상, 교양","20여 년 독서교육을 해온 국어 교사의 경험에서 건져 올린 뼈아픈 실패와 유쾌한 성공 담. 2장에서는 역사, 체육, 한문 등 다양한 교과의 독서 방법을 소개한다."
나의 첫 젠더 수업,김고연주,창비,2017,204,"인문사회, 200~300쪽, 교양",젠더'라는 주제를 가볍게 접근하기 좋다. 주장이 강하지 않아 남학생도 곧잘 읽고 여성에 대해 이야기할 수 있는 책.
나의 첫 젠더 수업,김고연주,창비,2017,204,"인문사회, 200~300쪽, 교양","사랑, 성적, 직업, 다이어트, 모성 신화까지 남녀를 둘러싼 오래된 오해와 궁금증을 명쾌하게 풀어주는, 청소년에게 들려주는 남자와 여자 이야기."
나의 첫 젠더수업,김고연주,창비,2017,204,"인문사회, 200~300쪽, 교양","사랑, 성적, 직업, 다이어트, 모성 신화까지 남녀를 둘러싼 오래된 오해와 궁금증을 명쾌하게 풀어주는, 청소년에게 들려주는 남자와 여자 이야기."
나의 첫 주식 공부,이완배,북트리거,2021,220,"인문사회, 200~300쪽, 교양","주식을 하거나, 하고 싶은 학생들에게 추천, 상장, 배당, 주가수익비율(PER), 주가순자산비율(PBR) 등 암호 같은 주식 용어를 살펴보고 주식 차트 읽는 법도 전수한다. 동시에 주주 제일주의가 낳은 부작용과 문제점도 알려준다."
"나의 할아버지, 인민군 소년병",문영숙,서울셀렉션,2020,264,"문학, 200~300쪽, 소설",이 소설은 실제 `인민군 소년병`으로 한국전쟁에 참전했던 분이 직접 쓴 수기를 바탕으로 한 소설이다. 열여섯 살에 강제로 징집되어 가족과 고향을 떠나 겪어야 했던 끔찍한 전쟁과 참담한 포로수용소 생활이 생생하게 전해진다.
나의 후쿠오카 가이드 (일의 기쁨과 슬픔),장류진,창비,2020,,"문학, 200~300쪽, 소설","페미니즘 소설. 과거 호감을 갖고 있었던 여성(지유)과 시간을 보내겠다고 후쿠오카에 까지 여행을 간 남성(지훈)이 등장한다. ‘지훈’이 서술자로 서서 이야기를 이끌어가는데, 그 내용을 언뜻 따라 읽다보면 소설 말미에서 그를 비참하게 차버린 ‘지유’에게 손가락질을 하게 된다. 하지만 이 소설의 묘미는 서술자의 편향성에 있다. 그는 시종일관 ‘지유’를 대상화해왔으며 자신과 같은 선에 서있는 사람으로 인정하지 않는다. ‘지유’의 속 시원한 대사가 멋지다. 여학생들에게 ‘눈높이가 맞는’ 연애의 방식을 이야기하게 하기 좋은 소설이다."
나이 도둑,정해왕,해와 나무,2018,180,"기타, 200쪽 이하, 교양","갑자기 나이를 잃어버린 열세 살 소녀의 이야기가 담긴 미스터리 동화. ‘나이’, ‘늙음’ 이라는 소재가 참신하며, 현대사회가 직면한 세대간의 갈등에 대한 문제의식도 갖게 한다."
난 학교 밖 아이,김애란,창비교육,2017,152,"문학, 200쪽 이하, 시",말 그대로 ‘학교 밖 아이’들의 삶을 그렸다. 아직은 어리기에 차별과 소외의 대상이 되기 쉬운 청소년들의 삶을 조명했다.
난 학교 밖 아이,김애란,창비교육,2017,152,"문학, 200쪽 이하, 시",학교를 그만둔 청소년들이 소외와 아픔을 딛고 일어서는 과정을 그리고 있다. 남들의 따가운 시선을 묵묵히 견디면서도 단절된 세상과 소통하고 싶어하는 학교 밖 청소년들에게 용기와 위로를 주고 있다.
난민 말고 친구,최은영,마주별,2020,160,"기타, 200쪽 이하, 교양","시리아에서 온 사라, 유림과 미아 세 친구의 우정을 통해서 난민 문제를 따뜻한 시선으로 그린 동화. 출입국 사무소 앞에서 난민 문제를 놓고 찬반으로 대립하는 사람들의 모습이 현장감있다."
난민 소녀 리도희,박경희,뜨인돌,2017,180,"문학, 200쪽 이하, 소설",고위층 자녀이자 지식분자였던 도희는 왜 난민이 되었을까? 안정된 삶을 찾아 고향을 떠난 다양한 탈북 난민들의 이야기.
"난민, 멈추기 위해 떠나는 사람들",하영식,뜨인돌,2021,200,"인문사회, 200쪽 이하, 교양",저자가 만난 전 세계 난민들에 대한 이야기.
"난민, 멈추기 위해 떠나는 사람들",하영식,뜨인돌,2021,200,"인문사회, 200쪽 이하, 교양",저자가 만난 전 세계 난민들에 대한 이야기.
난장이가 쏘아올린 작은 공,조세희,이성과힘,"1978
 (개정판 2024)",351,"문학, 300쪽 이상, 소설","70년대 한국 노동자의 현실을 그려낸 고전, 읽기 어렵지만 생각을 얻게 된다."
난치의 상상력,안희제,동녘,2020,340,"인문사회, 300쪽 이상, 교양","크론병과 함께 살아가는 저자가 자신이 살아온 이야기를 생생하게 풀어낸 이야기. 청춘과 나이듦, 질병과 장애, 정상과 비정상의 경계를 의심하게 만드는 책. 책의 내용이 학생들 수준에서 쉽지는 않지만 독자를 뒤흔드는 힘이 있는 살아있는 문장으로 가득한 책. 난치병에 대한 이야기가 아니라 경계에 대한 이야기로 읽고 이야기할 수 있는 책."
"날아라, 오딘(무민은 채식주의자)",구병모,걷는사람,2018,,"문학, 200~300쪽, 소설","전쟁에 투입되어 적군의 탱크를 폭파하는 일에 개가 투입된다는 사실을 알고 있는지? 무기의 살상력을 실험하기 위해 돼지가 희생된다는 것은? 전시상황을 배경으로 동물권에 대해 생각하게 만든다. ‘전쟁’이라는 것이 ‘동물 복지’라고 했을 때 빨리 떠오르는 소재가 아니므로, 읽는이에게 문제상황이 좀더 강렬하게 다가오는 효과가 있다. 소설의 마지막 문단에 주목할 것. 머리를 한 대 맞은 것 같은 반전이 있다."
남동공단,마영신,"새만화책
 (송송책방 재출간)","2013
 (2022재출간)",240,"기타, 200~300쪽, 만화",저자의 경험을 토대로 공장 현장을 그대로 담담하게 그린 만화
남북한 청소년 말모이,"정도상, 박일환",창비,2020,280,"인문사회, 200~300쪽, 교양","학교, 교육, 의식주 생활, 정치와 사회 등 북한의 여러 분야를 쉽고 재미있게 설명하고 있다."
남의 썸 관찰기,청예,다림,2023,224,"문학, 200~300쪽, 소설",사랑이 어려운 이유는 어리기 때문일까? 다른 사람이 겪은 썸 이야기를 들려주며 학생들이 겪는 풋사랑의 경험을 통해 사랑이란 무엇일까 생각해보게 하는 지점이 있다.
낯선 시선,정희진,교양인,2017,304,"인문사회, 300쪽 이상, 교양",왜 페미니즘이 중요한가에 대해 생각해볼 수 있는 서문을 추천한다. 본문은 이명박-박근혜 정권 사이에 일어난 사회적 사건에 대한 여성학자 정희진의 논평이다. 여성적 시각으로 사회를 바라볼 때 새롭게 드러나는 것들이 있음을 깨닫게 된다.
낯선 이웃,이재호,이데아,2019,328,"인문사회, 300쪽 이상, 교양",난민에 대한 거짓 정보를 바로잡고 제대로 알게 해주는 책.
내 마음은 소중해,마음챙김놀이터,피카주니어,2023,88,"기타, 200쪽 이하, 교양",‘마음 챙김’에 관한 그림책이다. 마음 챙김이 무엇이고 어떻게 하면 좋은지 차분하고 따뜻하게 설명이 되어 있는 방법적인 책이다. 활동과 활동 팁도 제시되어 있다.
"내 무덤, 푸르고",최승자,문학과지성사,1993,84,"문학, 200쪽 이하, 시",슬픔이 슬픔을 위로한다는 걸 체험할 수 있는 시.
내 문장이 그렇게 이상한가요,김정선,유유,2016,204,"인문사회, 200~300쪽, 교양","내가 쓴 글, 내가 다듬는 법이라는 부제를 달고 있다. 아무리 써도 어렵고 어색한 문장을 쉽고 깔끔하게 다듬을 수 있는 비법을 전수하는 책이다. 문법 수업의 부교재로 쓰기에도 아주 훌륭하다. 몇 꼭지는 수업 시간에 발췌독을 하면서 함께 문장 다듬기 연습을 해보면 좋다."
내 생애의 별들,"배창환, 상주여고 학생들",작은숲,2018,168,"문학, 200쪽 이하, 시",배창환 선생님의 시에 학생들의 감상문을 덧붙인 책. 시인인 교사와 시를 사랑하는 아이들의 마음이 마주친 아름다운 책이다.
"내 어깨 위 고양이, 밥(Bob)",제임스 보웬,페티앙북스,2013,270,"문학, 200~300쪽, 에세이",마약 중독자에 노숙자인 주인공의 삶에 갑자기 길고양이가 끼어들어 서로 가족이 되어주는 이야기.
내 얼굴이 도착하지 않았다,이설야,창비,2022,136,"문학, 200쪽 이하, 시","죽음과 상실이 담긴, 처연한 슬픔이 느껴지는 시들이 많다."
내 여자친구와 여자친구들,조우리,문학동네,2020,272,"문학, 200~300쪽, 소설","성소수자, 외국인노동자 등 단편들에 등장하는 다양한 여성들의 모습과 상황이 낯설지 않은데 낯설다. 그 감정을 이해하려 노력하는 마음과 시간이 새로운 놀라움을 준다. 특히 각 단편의 결말들은 `그래, 이렇게 끝나야지.` 하며 덮게 된다. 결말이 참 사랑스럽다."
내 이름은 스텔라,유니게,특별한 서재,2020,168,"문학, 200쪽 이하, 소설","아빠 없이 삼남매를 키우는 엄마는 공부를 잘하는 오빠에게 기대가 크다. 예민한 성격에 공부를 못하는 열네 살 수민이는 집안의 천덕꾸러기요 학교에서도 외로운 존재, 어느 날 닝구아저씨가 수민이네 집에서 하숙을 하면서 수민이의 특별함을 알아봐 주기 시작하는데, 외로운 아이에겐 가족이 아니어도 이런 어른 한 명만 있었으면 하는 바람."
내 이름은 자가주,퀸틴 블레이크,마루벌,2010,16,"기타, 200쪽 이하, 교양","부부가 받은 택배에는 아기가 들어 있었는데, 아기는 자라면서 감당하기 힘든 여러 동물로 변하다가 어느새 멀쩡한 성인이 되어 부모님께 배우자를 데리고 오는데 부부는 펠리칸으로 변해 있다. 한 인간의 성장을 재미있게 표현해 즐거움을 준다."
내 친구는 슈퍼스타,신지영,북멘토,2016,192,"문학, 200쪽 이하, 소설",지극히 평범한 '백현지'와 슈퍼스타 '진수희'. 열다섯 아이들이 보여 주는 관계의 두 얼굴을 볼 수 있다.
내 휴대폰 속의 슈퍼스파이,타니아 로이드 치,푸른숲 주니어,2018,140,"기술·공학, 200쪽 이하, 교양","현대 사회의 정보 보안 이슈를 아이들의 눈높이에서 흥미롭게 풀어낸다. IT 기술이 학교, 가정, 공공기관의 시스템 안으로 침투하면서 누구든 사생활이 무차별로 노출될 수 있는 상황, 각 상황별 문제와 예방책을 알 수 있다."
내가 검찰을 떠난 이유,이연주,포르체,2020,384,"인문사회, 300쪽 이상, 교양","언론에 자주 나오는 특권층의 부적절한 행동에 대한 책이다. 청소년 시절에 사회 비리에 문제의식을 느껴야, 정의로운 어른으로 자라날 수 있다. 영화와 드라마에서 종종 보는 내용이지만, 책에는 훨씬 자세히 나와 있어서, 읽다 보면 깜짝 놀란다. 이 책이 나왔기에, 우리 사회에 희망이 있다."
내가 나일 확률,박세미,문학과지성사,2019,128,"문학, 200쪽 이하, 시",감정을 새로운 이미지로 풀어낸 작품이 많아서 재미있게 읽힌다.
내가 내 심장을 느끼게 될지도 모르니까,정다연,현대문학,2019,144,"문학, 200쪽 이하, 시",젊은 여성시인들이 사회를 바라보는 시각이 잘 드러남.
내가 라면을 먹을 때,하세가와 요시후미,고래이야기,2019,38,"기타, 200쪽 이하, 교양",아이가 라면을 먹는 시간에 다른 나라 아이들이 어떻게 지내는지 보여준다. 일상적인 이야기도 있지만 슬프거나 비극적인 시간을 보내는 아이도 있다. 시야를 확대해 주며 이야기할 거리를 많이 만들 수 있다.
내가 말하고 있잖아,정용준,민음사,2020,172,"문학, 200쪽 이하, 소설",말을 더듬는 14살 소년이 언어교정원을 다닌다. 아이는 말을 더듬지만 생각도 더듬는 건 아니다. 언어교정원에서 만난 어른들의 응원에 힘입어 소년은 조금씩 변한다. 말더듬증 이전에 더 중요한 것부터.
내가 본 것을 당신도 볼 수 있다면,정우성,언더박스,2019,216,"문학, 200~300쪽, 에세이","유엔난민기구 친선대사로 활동한 배우 정우성이 2014년부터 매해 한 차례 이상 네팔, 남수단, 레바논, 말레이시아 등의 난민촌을 찾아 직접 보고 느낀 이야기, 그들이 바라는 것은 일상의 회복임을, 우리와 그들이 특별히 다르지 않음을 담담하나 뜨겁게 전한다."
내가 아직 어려서 미안해,상주여고학생들,작은숲,2018,192,"문학, 200쪽 이하, 시",학생들의 눈에는 다른 학생들의 창작시가 어떻게 읽혔는지 볼 수 있는 책. 시와 감상문이 함께 실려 있으니 시 감상의 갈피를 잡지 못하는 학생들이 읽으면 도움을 받는다.
내가 왔다,방주현,문학동네,2020,109,"문학, 200쪽 이하, 시","초등학생에게 권하면 더 좋을까 하다가도 아니야, 중1이라면 재밌게 읽을 수 있지 싶은 아이들의 학교 이야기와 일상 이야기가 담여 있는 동시집. 엄마 아빠는 몰랐던 아이들의 마음이 담겨 있는 동시집."
내가 왜 계속 살아야 합니까,윌 듀런트,유유,2020,216,"인문사회, 200~300쪽, 교양","윌 듀런트가 세계 각지의 철학가, 작가, 화가, 운동선수에게 왜 살아야 하는지 인생의 의미를 묻는 메일을보냈다. 그에 대한 다양한 답이 쏟아졌다. 심오한 답변도 있지만 ""젠장, 내가 어찌 알겠소? 그런 질문에 뭔 의미가 있단 말이오?-버나드 쇼""처럼 재미있는 답변도 있다. 책이 얇아서 읽기 부담없고 생각나누기도 좋다."
내가 함께 있을게,볼프 에를브루흐,웅진주니어,2007,32,"기타, 200쪽 이하, 교양","오리 옆에 죽음이 나타나 오리와 시간을 보내고, 자연스럽게 오리는 죽음을 맞이하게 된다. 죽음은 슬프지만 그게 사랑이라고 강물에 실려 떠나는 오리를 보며 말한다. 죽음을 직면하고 조금 실감하면서도 생각해 볼 수 있게 하는 책."
내게 남은 사랑을 드릴게요,이유리 외,자이언트북스,2023,296,"문학, 200~300쪽, 소설",사랑에 관한 다양한 양상의 단편 모음. 거기에 SF를 곁들인. 사랑이 떠난 후 남은 사랑의 (괴로운) 감정을 쉽게 다른 사람에게 전이할 수 있다면?
내게 무해한 사람,최은영,문학동네,2018,328,"문학, 300쪽 이상, 소설","쇼코의 미소와 마찬가지로 섬세한 내면 심리 묘사가 뛰어나다. 특히 동성 간의 사랑이나 남아선호 문제, 학창 시절 이야기 등 우리 삶에서 겪을 수 있는 이야기들을 담담하고 사려 깊게 보여준다."
내게 무해한 사람,최은영,문학동네,2018,328,"문학, 300쪽 이상, 소설","<쇼코의 미소>와 마찬가지로 섬세한 내면 심리 묘사가 뛰어나다. 특히 동성 간의 사랑이나 남아선호 문제, 학창 시절 이야기 등 우리 삶에서 겪을 수 있는 이야기들을 담담하고 사려 깊게 보여준다."
내일 말할 진실,정은숙,창비,2019,236,"문학, 200~300쪽, 소설","현 시대의 사회 문제들을 청소년의 취향과 눈높이에 맞춰 쓴 단편소설들이 실려 있다. 소설들의 소재는 아주 뜨겁다. 스쿨 미투, 양심적 병역거부, 청년 실업, 교내 식중독 사건, 사회 지도층의 공연음란행위. 이 소설집의 가장 큰 미덕은 세상을 바꿔놓진 못하겠지만 그래도 뭐라도 하겠단 인물들이 등장한다는 점이다. ‘제3자로서의 자세’에 대해 생각하게 만드는 책. 세상에 필요한 책이다."
내일 말할 진실,정은숙,창비,2019,236,"문학, 200~300쪽, 소설","현 시대의 사회 문제들을 청소년의 취향과 눈높이에 맞춰 쓴 단편소설들이 실려 있다. 소설들의 소재는 아주 뜨겁다. 스쿨 미투, 양심적 병역거부, 청년 실업, 교내 식중독 사건, 사회 지도층의 공연음란행위. 이 소설집의 가장 큰 미덕은 세상을 바꿔놓진 못하겠지만 그래도 뭐라도 하겠단 인물들이 등장한다는 점이다. ‘제3자로서의 자세’에 대해 생각하게 만드는 책. 세상에 필요한 책이다."
내일 아침에는 정말 괜찮을 거예요,시요일,미디어창비,2021,212,"문학, 200~300쪽, 시","시 큐레이션 앱 시요일에서 선별한 시선집. 주제: 다짐, 시작"
내일도 담임은 울 삘이다,류연우 외,휴머니스트,2012,120,"문학, 200쪽 이하, 시",공고 아이들의 시를 모아 엮은 시집. 진솔한 경험이 생생하게 담겨 있다.
내일을 위한 내 일,이다혜,창비,2021,228,"기타, 200~300쪽, 소설","이다혜 작가가 정세랑 소설가, 윤가은 영화감독 등 여성 직업인을 인터뷰한 이야기. 쉽게 읽히면서도 깨달음을 얻을 수 있음."
내일을 위한 내 일,이다혜,창비,2021,228,"기타, 200~300쪽, 교양","영화감독 윤가은, 배구 선수 양효진, 바리스타 전주연, 작가 정세랑, 경영인 엄윤미, 고인류학자 이상희, 범죄심리학자 이수정 7명의 여성을 만나 일과 직업에 대한 생각을 듣는다. 사진도 많고 글자도 크고 내용도 쉽다."
내일의 피크닉,강석희,책폴,2024,248,"문학, 200~300쪽, 소설",보호 종료 아동이자 특성화고 현장 실습을 거쳐 청년이 된 아이들의 삶을 통해 사회 구조의 모순과 부조리를 이야기할 수 있다. 인물들의 사랑과 판타지적 요소가 가미되어 몰입해서 읽을 수 있다.
내일의 피크닉,강석희,책폴,2024,248,"문학, 200~300쪽, 소설","특성화고 3학년 '연'은 실습을 나간 뒤 스스로 목숨을 끊는다. 우리가 잘 찾아보지 않고, 잘 알지 못했지만 분명히 존재하는 아이들에 대한 이야기이다. 청소년 노동, 비정규직 노동의 폐해를 들추어 내면서도, 사랑과 연대를 통해 천천히 나아갈 수 있다고 말하는 소설."
내일의 피크닉,강석희,책폴,2024,248,"문학, 200~300쪽, 소설","보호 종료 아동이자 특성화고 현장 실습을 거쳐 청년이 된 아이들의 삶을 통해 사회 구조의 모순과 부조리를 이야기할 수 있다. 인물들의 사랑과 판타지적 요소가 가미되어 몰입해서 읽을 수 있는 작품,"
너 지금 어디 가?,김한수,창비,2013,280,"문학, 200~300쪽, 소설","학교 텃밭을 가꾸면 자신과 타인을 이해하는 법을 배워가는 청소년들의 좌충우돌 성장기, 아무에게도 환영받지 못한 문제아들의 텃밭을 가꾸며 변화하는 모습이 계절에 따른 작물의 변화와 조화롭게 그려진다."
너를 위한 B컷,이금이,문학동네,2022,168,"문학, 200쪽 이하, 소설","선우는 학교에서 인기가 많은 서빈의 브이로그를 편집할 때 단점은 잘라 내고, 장점은 비추어 더욱 매력적인 인물로 연출한다. 서빈의 친구들과 함께 있으면서 자기도 인기가 많은 것 같은 우쭐함을 느끼던 선우는 편집 과정에서 들어낸 B컷 영상 속에 담긴 진실을 발견한다. SNS, 유튜브에 노출된 모습에 가려진 '진실'을 들여다보려는 노력이 필요하다는 사실을 깨닫게 되는 책."
너를 위한 B컷,이금이,문학동네,2022,168,"문학, 200쪽 이하, 소설","선우는 학교에서 인기가 많은 서빈의 브이로그를 편집할 때 단점은 잘라 내고, 장점은 비추어 더욱 매력적인 인물로 연출한다. 서빈의 친구들과 함께 있으면서 자기도 인기가 많은 것 같은 우쭐함을 느끼던 선우는 편집 과정에서 들어낸 B컷 영상 속에 담긴 진실을 발견한다. SNS, 유튜브에 노출된 모습에 가려진 '진실'을 들여다보려는 노력이 필요하다는 사실을 깨닫게 되는 책."
너를 위한 B컷,이금이,문학동네,2023,167,"문학, 200쪽 이하, 소설","선우는 학교에서 인기가 많은 서빈의 브이로그를 편집할 때 단점은 잘라 내고, 장점은 비추어 더욱 매력적인 인물로 연출한다. 서빈의 친구들과 함께 있으면서 자기도 인기가 많은 것 같은 우쭐함을 느끼던 선우는 편집 과정에서 들어낸 B컷 영상 속에 담긴 진실을 발견한다. SNS, 유튜브에 노출된 모습에 가려진 '진실'을 들여다보려는 노력이 필요하다는 사실을 깨닫게 되는 책"
너를 읽는 순간,진희,푸른책들,2020,176,"문학, 200쪽 이하, 소설",부모에게 버림 받아 갈 곳을 잃은 소녀의 이야기가 주변 인물들의 시선을 통해서 전해진다. 섬세하고 단정한 문장이 가슴에 꾹꾹 눌러쓴 연필 글씨처럼 남는다. 마지막에 영서는 어떻게 되었을까? 발을 동동 구르게 된다.
너무 보고플 땐 눈이 온다,고명재,난다,2023,268,"문학, 200~300쪽, 시",저자의 시집 <우리가 키스할 때 눈을 감는 건>과 같이 읽으면 좋다. 시의 은유가 사랑의 관찰에서 비롯됨을 새삼 깨달을 수 있다. 천천히 한 편 한 편 호흡하듯이 읽으면 좋은 산문집.
너에게 가려고 강을 만들었다,안도현,창비,2004,130,"문학, 200쪽 이하, 시",잔잔한 감동과 희망을 주는 시집
너와 나의 빨강,"릴리 윌리엄스,카렌 슈니먼",비룡소,2022,336,"기타, 300쪽 이상, 교양","생리에 대해 이야기하는 것이 자연스러운 것이고, 생리대를 인권과 기본권의 관점에서 생각해보게 하는 책. 청소년들이 자신들이 가지고 있는 매체로 문제에 대한 의식과 지지를 얻어가며 현실적으로 개선해나갈 수 있는 여론과 힘을 모으는 과정이 네 친구들의 우정과 함께 의미있게 드러나 있음."
너와 떡볶이,이삼남,창비교육,2021,128,"문학, 200쪽 이하, 시","코로나 시대를 지나온 학교의 모습들을 생생하고 재미있게, 혹은 씁쓸하지만 공감 가는 장면으로 잘 그려낸다."
너의 마음은 하늘과 같아,브론웬 발라드,뜨인돌,2019,35,"기타, 200쪽 이하, 교양","마음을 하늘에 비유해 먹구름이 가득찬 하늘을 대하는 방법을 부드럽게 알려주는 책으로, 마음을 다스릴 때 읽으면 무척 좋다. 계속 보고 싶은 마음이 든다."
너의 슬픔이 끼어들 때,안희연,창비,2015,160,"문학, 200쪽 이하, 시",안희연의 첫 번째 시집. 슬픔을 다양하게 표현했다. 표지의 사진이 신선해서 제목과 표지 사진에 대해 이야기 나눠보는 것도 흥미롭다.
너의 췌장을 먹고 싶어,시미노 요루,소미미디어,2017,328,"문학, 300쪽 이상, 소설",남학생들도 재미있게 읽는 책. 제목을 보면 유치한가? 싶지만 읽다보면 달콤하면서도 슬픈 사랑 이야기가 담겨 있다.
너의 췌장을 먹고 싶어,스미노 요루,소미미디어,2017,328,"문학, 300쪽 이상, 소설","호불호가 갈리기도 하지만, 좋아하는 학생들은 너무 좋아하여 두세 번을 읽고 큰 감동을 받기 때문에 망설이면서도 추천하게 되는 책. 책대화 때 모둠의 분위기도 좋아진다. 자신의 병을 감추고 밝게 살아가는 여학생과 무뚝뚝하게 사람들과 담을 쌓고 사는 남학생이 만나 우정인 듯 사랑을 나누면서 서로의 삶을 변화시켜가는 내용이다."
너의 하늘을 보아,박노해,느린걸음,2022,528,"문학, 300쪽 이상, 시",꾸미거나 과장하지 않는 있는 그대로의 표현으로 가득한 시집. 올바른 삶의 태도를 생각하게 만드는 시집
넌 쉽게 말했지만(한 사람을 위한 마음),이주란,문학동네,2019,,"문학, 200~300쪽, 소설",사회생활과 관계에 치여 힘들었던 주인공이 자신의 소소한 일상을 온전히 지내며 마음을 돌보고 힘을 내는 이야기이다.
네 모습 그대로 사랑해,앤지 스미스,예키즈,2015,32,"기타, 200쪽 이하, 교양",심장이 아픈 아이를 떠나보낸 작가의 실화를 바탕으로 한 이야기로 가슴에 얼룩이 있어 팔리지 않는다고 생각했던 토끼 인형이 있는 그대로 자신을 사랑해주는 아이를 만나 행복해진다.
